Used Date,From,To,Airline,Scheduled Departure,SDEP,Departure,DEP,Scheduled Arrival,SARR,Arrival,ARR,Departure Delay,Arrival Delay,Status,Distance,Passenger Load Factor,Airline Rating,Airport Rating,Market Share,OTP Index,weather__hourly__windspeedKmph,weather__hourly__weatherDesc__value,weather__hourly__precipMM,weather__hourly__humidity,weather__hourly__visibility,weather__hourly__pressure,weather__hourly__cloudcover,Category
14-12-2019,BLR,DEL,Air India,10:00,1000,09:51,951,12:45,1245,12:41,1241,-9,-4,1,1736,80,0.5,0.9,11.9,64.2,17,Cloudy,0,79,10,1017,79,0
14-12-2019,CCU,DEL,Air India,10:25,1025,16:36,1636,12:55,1255,18:57,1857,371,362,1,1312,80,0.5,0.86,11.9,64.2,10,Partly cloudy,0,40,10,1015,12,4
14-12-2019,DEL,HYD,Air India,12:30,1230,12:48,1248,14:15,1415,14:12,1412,18,-3,1,1244,80,0.5,0.88,11.9,64.2,6,Partly cloudy,0,52,10,1021,19,2
14-12-2019,DEL,HYD,Air India,13:15,1315,14:00,1400,15:15,1515,16:20,1620,45,65,1,1244,80,0.5,0.88,11.9,64.2,6,Partly cloudy,0,52,10,1021,19,3
14-12-2019,BLR,DEL,Air India,13:20,1320,13:37,1337,16:10,1610,16:39,1639,17,29,1,1736,80,0.5,0.9,11.9,64.2,18,Light rain shower,0,69,10,1015,84,2
14-12-2019,BLR,DEL,Air India,17:00,1700,17:29,1729,19:50,1950,20:32,2032,29,42,1,1736,80,0.5,0.9,11.9,64.2,18,Light rain shower,1,72,10,1013,89,2
14-12-2019,BLR,BOM,Air India,17:25,1725,17:25,1725,19:05,1905,19:05,1905,0,0,1,848,80,0.5,0.9,11.9,64.2,18,Light rain shower,1,72,10,1013,89,0
14-12-2019,CCU,DEL,Air India,17:30,1730,17:53,1753,19:50,1950,20:18,2018,23,28,1,1312,80,0.5,0.86,11.9,64.2,10,Partly cloudy,0,40,10,1015,12,2
14-12-2019,BLR,BOM,Air India,19:10,1910,20:10,2010,21:05,2105,22:23,2223,60,78,1,848,80,0.5,0.9,11.9,64.2,18,Patchy rain possible,1,84,10,1014,84,3
14-12-2019,CCU,DEL,Air India,20:30,2030,20:30,2030,22:45,2245,22:57,2257,0,12,1,1312,80,0.5,0.86,11.9,64.2,8,Partly cloudy,0,46,10,1016,9,0
14-12-2019,BLR,DEL,Air India,21:10,2110,21:17,2117,23:55,2355,00:07,7,7,12,1,1736,80,0.5,0.9,11.9,64.2,18,Patchy rain possible,0,89,10,1016,77,1
14-12-2019,DEL,HYD,Air India,21:10,2110,21:09,2109,23:30,2330,23:20,2320,-1,-10,1,1244,80,0.5,0.88,11.9,64.2,5,Partly cloudy,0,58,10,1019,45,0
14-12-2019,BLR,DEL,Air India,23:05,2305,23:05,2305,01:30,130,01:30,130,0,0,1,1736,80,0.5,0.9,11.9,64.2,18,Patchy rain possible,0,89,10,1016,77,0
14-12-2019,BLR,BOM,Go Air,05:45,545,05:58,558,07:20,720,07:47,747,13,27,1,848,89.7,0.3,0.9,10.2,87.2,15,Partly cloudy,0,89,10,1014,70,1
14-12-2019,DEL,HYD,Go Air,05:50,550,05:50,550,08:00,800,08:09,809,0,9,1,1244,89.7,0.3,0.88,10.2,87.2,4,Partly cloudy,0,73,10,1018,5,0
14-12-2019,BLR,DEL,Go Air,07:30,730,07:36,736,10:30,1030,10:26,1026,6,-4,1,1736,89.7,0.3,0.9,10.2,87.2,14,Cloudy,0,86,10,1016,63,1
14-12-2019,DEL,HYD,Go Air,07:30,730,07:20,720,09:50,950,09:39,939,-10,-11,1,1244,89.7,0.3,0.88,10.2,87.2,5,Partly cloudy,0,80,10,1020,12,0
14-12-2019,DEL,HYD,Go Air,07:30,730,07:20,720,09:50,950,09:45,945,-10,-5,1,1244,89.7,0.3,0.88,10.2,87.2,5,Partly cloudy,0,80,10,1020,12,0
14-12-2019,BLR,DEL,Go Air,08:15,815,08:15,815,11:10,1110,11:10,1110,0,0,1,1736,89.7,0.3,0.9,10.2,87.2,14,Cloudy,0,86,10,1016,63,0
14-12-2019,BLR,DEL,Go Air,11:40,1140,11:40,1140,14:35,1435,14:35,1435,0,0,1,1736,89.7,0.3,0.9,10.2,87.2,17,Cloudy,0,79,10,1017,79,0
14-12-2019,BLR,BOM,Go Air,16:25,1625,16:25,1625,18:15,1815,18:18,1818,0,3,1,848,89.7,0.3,0.9,10.2,87.2,18,Light rain shower,1,72,10,1013,89,0
14-12-2019,BLR,DEL,Go Air,20:55,2055,20:55,2055,23:50,2350,23:50,2350,0,0,1,1736,89.7,0.3,0.9,10.2,87.2,18,Patchy rain possible,1,84,10,1014,84,0
14-12-2019,DEL,HYD,Go Air,20:55,2055,20:48,2048,23:10,2310,23:01,2301,-7,-9,1,1244,89.7,0.3,0.88,10.2,87.2,2,Partly cloudy,0,49,10,1018,47,0
14-12-2019,BLR,BOM,Go Air,22:15,2215,22:15,2215,00:10,10,00:06,6,0,-4,1,848,89.7,0.3,0.9,10.2,87.2,18,Patchy rain possible,0,89,10,1016,77,0
14-12-2019,CCU,DEL,Go Air,23:45,2345,23:49,2349,02:10,210,02:24,224,4,14,1,1312,89.7,0.3,0.86,10.2,87.2,6,Partly cloudy,0,52,10,1017,5,1
14-12-2019,BLR,DEL,Indigo,00:40,40,112,112,03:30,330,04:00,400,32,30,1,1736,90.1,0.7,0.9,47.5,81.1,16,Cloudy,0,91,10,1015,69,3
14-12-2019,CCU,DEL,Indigo,01:25,125,01:57,157,03:55,355,04:28,428,32,33,1,1312,90.1,0.7,0.86,47.5,81.1,3,Partly cloudy,0,68,10,1017,3,3
14-12-2019,BLR,DEL,Indigo,01:40,140,159,159,04:25,425,04:52,452,19,27,1,1736,90.1,0.7,0.9,47.5,81.1,16,Cloudy,0,91,10,1015,69,2
14-12-2019,BLR,DEL,Indigo,04:00,400,04:00,400,06:50,650,06:50,650,0,0,1,1736,90.1,0.7,0.9,47.5,81.1,15,Partly cloudy,0,89,10,1014,70,0
14-12-2019,CCU,DEL,Indigo,04:30,430,05:05,505,07:00,700,07:25,725,35,25,1,1312,90.1,0.7,0.86,47.5,81.1,4,Partly cloudy,0,71,10,1017,8,3
14-12-2019,DEL,HYD,Indigo,04:50,450,04:50,450,07:00,700,07:00,700,0,0,1,1244,90.1,0.7,0.88,47.5,81.1,4,Partly cloudy,0,73,10,1018,5,0
14-12-2019,BLR,BOM,Indigo,04:55,455,04:54,454,06:40,640,06:37,637,-1,-3,1,848,90.1,0.7,0.9,47.5,81.1,15,Partly cloudy,0,89,10,1014,70,0
14-12-2019,BLR,BOM,Indigo,05:30,530,05:28,528,07:20,720,07:26,726,-2,6,1,848,90.1,0.7,0.9,47.5,81.1,15,Partly cloudy,0,89,10,1014,70,0
14-12-2019,CCU,DEL,Indigo,05:40,540,05:35,535,08:20,820,08:00,800,-5,-20,1,1312,90.1,0.7,0.86,47.5,81.1,4,Partly cloudy,0,71,10,1017,8,0
14-12-2019,BLR,BOM,Indigo,06:05,605,06:03,603,07:50,750,08:03,803,-2,13,1,848,90.1,0.7,0.9,47.5,81.1,14,Cloudy,0,86,10,1016,63,0
14-12-2019,DEL,HYD,Indigo,06:35,635,06:32,632,08:55,855,08:54,854,-3,-1,1,1244,90.1,0.7,0.88,47.5,81.1,5,Partly cloudy,0,80,10,1020,12,0
14-12-2019,CCU,DEL,Indigo,06:45,645,06:37,637,09:25,925,09:07,907,-8,-18,1,1312,90.1,0.7,0.86,47.5,81.1,6,Partly cloudy,0,68,10,1018,9,0
14-12-2019,BLR,BOM,Indigo,07:00,700,07:00,700,08:50,850,08:46,846,0,-4,1,848,90.1,0.7,0.9,47.5,81.1,14,Cloudy,0,86,10,1016,63,0
14-12-2019,BLR,DEL,Indigo,07:10,710,07:07,707,10:10,1010,09:58,958,-3,-12,1,1736,90.1,0.7,0.9,47.5,81.1,14,Cloudy,0,86,10,1016,63,0
14-12-2019,DEL,HYD,Indigo,07:30,730,07:23,723,09:40,940,09:40,940,-7,0,1,1244,90.1,0.7,0.88,47.5,81.1,5,Partly cloudy,0,80,10,1020,12,0
14-12-2019,BLR,DEL,Indigo,08:30,830,08:34,834,11:30,1130,11:46,1146,4,16,1,1736,90.1,0.7,0.9,47.5,81.1,14,Cloudy,0,86,10,1016,63,1
14-12-2019,DEL,HYD,Indigo,08:35,835,08:35,835,10:50,1050,10:45,1045,0,-5,1,1244,90.1,0.7,0.88,47.5,81.1,5,Partly cloudy,0,80,10,1020,12,0
14-12-2019,CCU,DEL,Indigo,08:45,845,10:14,1014,11:20,1120,12:59,1259,89,99,1,1312,90.1,0.7,0.86,47.5,81.1,6,Partly cloudy,0,52,10,1019,11,4
14-12-2019,DEL,HYD,Indigo,10:00,1000,10:20,1006,12:15,1215,12:37,1237,20,22,1,1244,90.1,0.7,0.88,47.5,81.1,7,Partly cloudy,0,73,10,1022,23,2
14-12-2019,BLR,DEL,Indigo,10:00,1000,10:06,1020,13:00,1300,12:54,1254,6,-6,1,1736,90.1,0.7,0.9,47.5,81.1,17,Cloudy,0,79,10,1017,79,1
14-12-2019,CCU,DEL,Indigo,10:15,1015,10:18,1018,11:15,1115,11:11,1111,3,-4,1,1312,90.1,0.7,0.86,47.5,81.1,6,Partly cloudy,0,52,10,1019,11,1
14-12-2019,BLR,DEL,Indigo,10:20,1020,10:32,1020,13:20,1320,13:39,1339,12,19,1,1736,90.1,0.7,0.9,47.5,81.1,17,Cloudy,0,79,10,1017,79,1
14-12-2019,BLR,BOM,Indigo,10:20,1020,10:20,1032,12:10,1210,12:00,1200,0,-10,1,848,90.1,0.7,0.9,47.5,81.1,17,Cloudy,0,79,10,1017,79,0
14-12-2019,BLR,DEL,Indigo,10:30,1030,10:51,1051,13:25,1325,14:01,1401,21,36,1,1736,90.1,0.7,0.9,47.5,81.1,17,Cloudy,0,79,10,1017,79,2
14-12-2019,DEL,HYD,Indigo,11:55,1155,13:44,1344,14:10,1410,15:57,1557,109,107,1,1244,90.1,0.7,0.88,47.5,81.1,6,Partly cloudy,0,52,10,1021,19,4
14-12-2019,BLR,BOM,Indigo,12:55,1255,12:54,1254,14:35,1435,14:52,1452,-1,17,1,848,90.1,0.7,0.9,47.5,81.1,18,Light rain shower,0,69,10,1015,84,0
14-12-2019,CCU,DEL,Indigo,13:00,1300,12:57,1257,15:30,1530,15:28,1528,-3,-2,1,1312,90.1,0.7,0.86,47.5,81.1,9,Partly cloudy,0,40,10,1017,11,0
14-12-2019,CCU,DEL,Indigo,14:50,1450,16:02,1602,17:30,1730,18:34,1834,72,64,1,1312,90.1,0.7,0.86,47.5,81.1,10,Partly cloudy,0,40,10,1015,12,4
14-12-2019,DEL,HYD,Indigo,16:10,1610,16:09,1609,18:20,1820,18:29,1829,-1,9,1,1244,90.1,0.7,0.88,47.5,81.1,3,Partly cloudy,0,44,10,1018,37,0
14-12-2019,BLR,BOM,Indigo,16:55,1655,16:51,1651,18:55,1855,19:04,1904,-4,9,1,848,90.1,0.7,0.9,47.5,81.1,18,Light rain shower,1,72,10,1013,89,0
14-12-2019,CCU,DEL,Indigo,17:00,1700,18:06,1806,19:30,1930,20:37,2037,66,67,1,1312,90.1,0.7,0.86,47.5,81.1,8,Partly cloudy,0,46,10,1016,9,4
14-12-2019,BLR,DEL,Indigo,17:10,1710,17:12,1712,20:00,2000,19:57,1957,2,-3,1,1736,90.1,0.7,0.9,47.5,81.1,18,Light rain shower,1,72,10,1013,89,1
14-12-2019,BLR,BOM,Indigo,18:15,1815,18:39,1839,20:20,2020,20:11,2011,24,-9,1,848,90.1,0.7,0.9,47.5,81.1,18,Patchy rain possible,1,84,10,1014,84,2
14-12-2019,BLR,DEL,Indigo,18:25,1825,18:23,1823,21:15,2115,21:16,2116,-2,1,1,1736,90.1,0.7,0.9,47.5,81.1,18,Patchy rain possible,1,84,10,1014,84,0
14-12-2019,DEL,HYD,Indigo,19:05,1905,19:47,1947,21:20,2120,22:00,2200,42,40,1,1244,90.1,0.7,0.88,47.5,81.1,2,Partly cloudy,0,49,10,1018,47,3
14-12-2019,CCU,DEL,Indigo,19:10,1910,19:04,1904,21:40,2140,21:31,2131,-6,-9,1,1312,90.1,0.7,0.86,47.5,81.1,8,Partly cloudy,0,46,10,1016,9,0
14-12-2019,BLR,DEL,Indigo,19:15,1915,19:15,1915,22:10,2210,21:55,2155,0,-15,1,1736,90.1,0.7,0.9,47.5,81.1,18,Patchy rain possible,1,84,10,1014,84,0
14-12-2019,BLR,BOM,Indigo,19:40,1940,20:39,2039,21:30,2130,22:40,2240,59,70,1,848,90.1,0.7,0.9,47.5,81.1,18,Patchy rain possible,1,84,10,1014,84,3
14-12-2019,BLR,DEL,Indigo,20:00,2000,20:00,2000,22:55,2255,22:40,2240,0,-15,1,1736,90.1,0.7,0.9,47.5,81.1,18,Patchy rain possible,1,84,10,1014,84,0
14-12-2019,DEL,HYD,Indigo,20:20,2020,20:23,2023,22:35,2235,22:39,2239,3,4,1,1244,90.1,0.7,0.88,47.5,81.1,2,Partly cloudy,0,49,10,1018,47,1
14-12-2019,CCU,DEL,Indigo,20:40,2040,22:47,2247,23:10,2310,01:14,114,127,124,1,1312,90.1,0.7,0.86,47.5,81.1,6,Partly cloudy,0,52,10,1017,5,4
14-12-2019,BLR,DEL,Indigo,21:20,2120,21:20,2120,00:20,20,00:05,5,0,-15,1,1736,90.1,0.7,0.9,47.5,81.1,18,Patchy rain possible,0,89,10,1016,77,0
14-12-2019,DEL,HYD,Indigo,21:20,2120,21:18,2118,23:30,2330,23:18,2318,-2,-12,1,1244,90.1,0.7,0.88,47.5,81.1,5,Partly cloudy,0,58,10,1019,45,0
14-12-2019,CCU,DEL,Indigo,21:45,2145,00:10,10,00:20,20,02:30,230,145,130,1,1312,90.1,0.7,0.86,47.5,81.1,3,Partly cloudy,0,68,10,1017,3,4
14-12-2019,BLR,BOM,Indigo,21:50,2150,21:50,2150,23:40,2340,23:25,2325,0,-15,1,848,90.1,0.7,0.9,47.5,81.1,18,Patchy rain possible,0,89,10,1016,77,0
14-12-2019,BLR,DEL,Indigo,22:20,2220,22:20,2220,01:15,115,01:15,115,0,0,1,1736,90.1,0.7,0.9,47.5,81.1,18,Patchy rain possible,0,89,10,1016,77,0
14-12-2019,DEL,HYD,Indigo,22:35,2235,23:04,2304,00:45,45,01:02,102,29,17,1,1244,90.1,0.7,0.88,47.5,81.1,5,Partly cloudy,0,58,10,1019,45,2
14-12-2019,BLR,BOM,Indigo,23:15,2315,23:18,2318,00:55,55,00:58,58,3,3,1,848,90.1,0.7,0.9,47.5,81.1,18,Patchy rain possible,0,89,10,1016,77,1
14-12-2019,BLR,DEL,Indigo,23:25,2325,23:25,2325,02:15,215,02:15,215,0,0,1,1736,90.1,0.7,0.9,47.5,81.1,18,Patchy rain possible,0,89,10,1016,77,0
14-12-2019,BLR,BOM,Spicejet,05:25,525,05:33,533,07:10,710,07:29,729,8,19,1,848,92.7,0.4,0.9,16.5,76.8,15,Partly cloudy,0,89,10,1014,70,1
14-12-2019,BLR,DEL,Spicejet,05:55,555,05:55,555,08:35,835,08:54,854,0,19,1,1736,92.7,0.4,0.9,16.5,76.8,15,Partly cloudy,0,89,10,1014,70,0
14-12-2019,CCU,DEL,Spicejet,08:30,830,08:30,830,11:15,1115,11:05,1105,0,-10,1,1312,92.7,0.4,0.86,16.5,76.8,6,Partly cloudy,0,68,10,1018,9,0
14-12-2019,CCU,DEL,Spicejet,15:45,1545,15:45,1545,18:20,1820,18:30,1830,0,10,1,1312,92.7,0.4,0.86,16.5,76.8,10,Partly cloudy,0,40,10,1015,12,0
14-12-2019,DEL,HYD,Spicejet,15:45,1545,15:42,1542,18:10,1810,18:10,1810,-3,0,1,1244,92.7,0.4,0.88,16.5,76.8,3,Partly cloudy,0,44,10,1018,37,0
14-12-2019,CCU,DEL,Spicejet,18:40,1840,19:11,1911,20:50,2050,21:37,2137,31,47,1,1312,92.7,0.4,0.86,16.5,76.8,8,Partly cloudy,0,46,10,1016,9,3
14-12-2019,BLR,BOM,Spicejet,20:30,2030,21:09,2030,22:15,2215,23:02,2302,39,47,1,848,92.7,0.4,0.9,16.5,76.8,18,Patchy rain possible,0,89,10,1016,77,3
14-12-2019,BLR,DEL,Spicejet,20:30,2030,20:30,2109,23:20,2320,23:20,2320,0,0,1,1736,92.7,0.4,0.9,16.5,76.8,18,Patchy rain possible,1,84,10,1014,84,0
14-12-2019,DEL,HYD,Spicejet,20:45,2045,20:45,2045,22:55,2255,22:48,2248,0,-7,1,1244,92.7,0.4,0.88,16.5,76.8,2,Partly cloudy,0,49,10,1018,47,0
14-12-2019,CCU,DEL,Spicejet,20:50,2050,21:05,2105,23:30,2330,23:35,2335,15,5,1,1312,92.7,0.4,0.86,16.5,76.8,6,Partly cloudy,0,52,10,1017,5,1
14-12-2019,BLR,DEL,Spicejet,22:05,2205,22:05,2205,01:00,100,01:00,100,0,0,1,1736,92.7,0.4,0.9,16.5,76.8,18,Patchy rain possible,0,89,10,1016,77,0
14-12-2019,BLR,DEL,Spicejet,23:05,2305,23:50,2350,01:45,145,02:35,235,45,50,1,1736,92.7,0.4,0.9,16.5,76.8,18,Patchy rain possible,0,89,10,1016,77,3
14-12-2019,BLR,BOM,Vistara,06:40,640,06:38,638,08:15,815,08:27,827,-2,12,1,848,81.1,0.8,0.9,6.1,82.9,14,Cloudy,0,86,10,1016,63,0
14-12-2019,DEL,HYD,Vistara,07:05,705,07:08,708,09:25,925,09:29,929,3,4,1,1244,81.1,0.8,0.88,6.1,82.9,5,Partly cloudy,0,80,10,1020,12,1
14-12-2019,CCU,DEL,Vistara,07:10,710,06:57,657,09:35,935,09:29,929,-13,-6,1,1312,81.1,0.8,0.86,6.1,82.9,6,Partly cloudy,0,68,10,1018,9,0
14-12-2019,BLR,BOM,Vistara,08:20,820,08:18,818,09:55,955,09:59,959,-2,4,1,848,81.1,0.8,0.9,6.1,82.9,14,Cloudy,0,86,10,1016,63,0
14-12-2019,BLR,BOM,Vistara,09:40,940,09:40,940,11:20,1120,11:20,1120,0,0,1,848,81.1,0.8,0.9,6.1,82.9,17,Cloudy,0,79,10,1017,79,0
14-12-2019,BLR,BOM,Vistara,11:30,1130,11:47,1147,13:20,1320,13:35,1335,17,15,1,848,81.1,0.8,0.9,6.1,82.9,17,Cloudy,0,79,10,1017,79,2
14-12-2019,BLR,DEL,Vistara,11:45,1145,11:45,1145,14:15,1415,14:25,1425,0,10,1,1736,81.1,0.8,0.9,6.1,82.9,17,Cloudy,0,79,10,1017,79,0
14-12-2019,DEL,HYD,Vistara,14:45,1445,15:37,1537,17:00,1700,17:58,1758,52,58,1,1244,81.1,0.8,0.88,6.1,82.9,3,Partly cloudy,0,44,10,1018,37,3
14-12-2019,CCU,DEL,Vistara,15:20,1520,15:18,1518,17:45,1745,17:43,1743,-2,-2,1,1312,81.1,0.8,0.86,6.1,82.9,10,Partly cloudy,0,40,10,1015,12,0
14-12-2019,DEL,HYD,Vistara,15:25,1525,15:26,1526,16:35,1635,16:48,1648,1,13,1,1244,81.1,0.8,0.88,6.1,82.9,3,Partly cloudy,0,44,10,1018,37,1
14-12-2019,BLR,DEL,Vistara,17:45,1745,17:42,1742,20:20,2020,20:27,2027,-3,7,1,1736,81.1,0.8,0.9,6.1,82.9,18,Light rain shower,1,72,10,1013,89,0
14-12-2019,BLR,BOM,Vistara,18:30,1830,18:43,1843,20:15,2015,20:10,2010,13,-5,1,848,81.1,0.8,0.9,6.1,82.9,18,Patchy rain possible,1,84,10,1014,84,1
14-12-2019,BLR,DEL,Vistara,19:40,1940,19:40,1940,22:25,2225,22:25,2225,0,0,1,1736,81.1,0.8,0.9,6.1,82.9,18,Patchy rain possible,1,84,10,1014,84,0
14-12-2019,BLR,BOM,Vistara,19:55,1955,19:52,1952,21:50,2150,21:45,2145,-3,-5,1,848,81.1,0.8,0.9,6.1,82.9,18,Patchy rain possible,1,84,10,1014,84,0
14-12-2019,CCU,DEL,Vistara,20:20,2020,20:31,2031,22:45,2245,23:01,2301,11,16,1,1312,81.1,0.8,0.86,6.1,82.9,8,Partly cloudy,0,46,10,1016,9,1
14-12-2019,DEL,HYD,Vistara,20:35,2035,21:34,2134,22:45,2245,23:24,2324,59,39,1,1244,81.1,0.8,0.88,6.1,82.9,5,Partly cloudy,0,58,10,1019,45,3
14-12-2019,BLR,DEL,Vistara,21:10,2110,21:30,2130,23:45,2345,00:05,5,20,20,1,1736,81.1,0.8,0.9,6.1,82.9,18,Patchy rain possible,0,89,10,1016,77,2
14-12-2019,BLR,BOM,Vistara,21:30,2130,21:44,2144,23:25,2325,23:19,2319,14,-6,1,848,81.1,0.8,0.9,6.1,82.9,18,Patchy rain possible,0,89,10,1016,77,1
13-12-2019,BLR,BOM,Air Asia,05:30,530,05:22,522,07:10,710,07:09,709,-8,-1,1,848,84.3,0.5,0.9,7,85.6,12,Partly cloudy,0,93,10,1012,59,0
13-12-2019,BLR,DEL,Air Asia,05:50,550,05:45,545,08:35,835,08:36,836,-5,1,1,1736,84.3,0.5,0.9,7,85.6,12,Partly cloudy,0,93,10,1012,59,0
13-12-2019,DEL,HYD,Air Asia,06:05,605,06:57,657,08:15,815,09:16,916,52,61,1,1244,84.3,0.5,0.88,7,85.6,15,Light rain shower,5,76,8,1012,91,3
13-12-2019,BLR,DEL,Air Asia,08:25,825,11:08,1108,11:05,1105,13:51,1351,163,166,1,1736,84.3,0.5,0.9,7,85.6,15,Partly cloudy,0,73,10,1015,14,4
13-12-2019,CCU,DEL,Air Asia,10:20,1020,10:16,1016,12:50,1250,12:59,1259,-4,9,1,1312,84.3,0.5,0.86,7,85.6,6,Partly cloudy,0,50,10,1018,4,0
13-12-2019,BLR,BOM,Air Asia,10:50,1050,10:48,1048,12:35,1235,12:41,1241,-2,6,1,848,84.3,0.5,0.9,7,85.6,15,Partly cloudy,0,73,10,1015,14,0
13-12-2019,BLR,DEL,Air Asia,11:20,1120,11:19,1119,13:55,1355,14:07,1407,-1,12,1,1736,84.3,0.5,0.9,7,85.6,15,Partly cloudy,0,73,10,1015,14,0
13-12-2019,CCU,DEL,Air Asia,15:25,1525,15:35,1535,17:50,1750,18:35,1835,10,45,1,1312,84.3,0.5,0.86,7,85.6,7,Partly cloudy,0,38,10,1015,28,1
13-12-2019,DEL,HYD,Air Asia,17:10,1710,17:10,1710,19:20,1920,19:53,1953,0,33,1,1244,84.3,0.5,0.88,7,85.6,4,Moderate or heavy rain shower,2,63,9,1012,74,0
13-12-2019,DEL,HYD,Air Asia,17:40,1740,17:43,1743,19:55,1955,19:56,1956,3,1,1,1244,84.3,0.5,0.88,7,85.6,4,Moderate or heavy rain shower,2,63,9,1012,74,1
13-12-2019,BLR,BOM,Air Asia,21:15,2115,21:15,2115,23:00,2300,23:37,2337,0,37,1,848,84.3,0.5,0.9,7,85.6,14,Cloudy,0,85,10,1016,31,0
13-12-2019,CCU,DEL,Air Asia,21:55,2155,23:47,2347,00:30,30,02:27,227,112,117,1,1312,84.3,0.5,0.86,7,85.6,5,Partly cloudy,0,61,10,1018,4,4
13-12-2019,BLR,BOM,Air Asia,22:40,2240,22:38,2238,00:30,30,00:03,3,-2,-27,1,848,84.3,0.5,0.9,7,85.6,14,Cloudy,0,85,10,1016,31,0
13-12-2019,BLR,DEL,Air Asia,23:25,2325,252,252,02:10,210,05:37,537,207,207,1,1736,84.3,0.5,0.9,7,85.6,14,Cloudy,0,92,10,1013,62,4
13-12-2019,CCU,DEL,Air India,04:55,455,05:10,510,07:10,710,07:48,748,15,38,1,1312,80,0.5,0.86,11.9,64.2,7,Partly cloudy,0,66,10,1015,4,1
13-12-2019,BLR,DEL,Air India,06:10,610,06:18,618,08:55,855,09:16,916,8,21,1,1736,80,0.5,0.9,11.9,64.2,13,Partly cloudy,0,89,10,1014,35,1
13-12-2019,BLR,BOM,Air India,06:45,645,06:43,643,08:35,835,08:39,839,-2,4,1,848,80,0.5,0.9,11.9,64.2,13,Partly cloudy,0,89,10,1014,35,0
13-12-2019,CCU,DEL,Air India,06:55,655,06:47,647,09:15,915,09:24,924,-8,9,1,1312,80,0.5,0.86,11.9,64.2,8,Partly cloudy,0,66,10,1016,4,0
13-12-2019,DEL,HYD,Air India,07:05,705,07:01,701,09:10,910,09:14,914,-4,4,1,1244,80,0.5,0.88,11.9,64.2,15,Light rain shower,5,76,8,1012,91,0
13-12-2019,BLR,BOM,Air India,08:35,835,08:52,852,10:35,1035,10:56,1056,17,21,1,848,80,0.5,0.9,11.9,64.2,13,Partly cloudy,0,89,10,1014,35,2
13-12-2019,DEL,HYD,Air India,09:45,945,09:57,957,11:55,1155,12:19,1219,12,24,1,1244,80,0.5,0.88,11.9,64.2,12,Thundery outbreaks possible,0,77,10,1014,78,1
13-12-2019,BLR,DEL,Air India,10:00,1000,10:07,1007,12:45,1245,13:27,1327,7,42,1,1736,80,0.5,0.9,11.9,64.2,15,Partly cloudy,0,73,10,1015,14,1
13-12-2019,CCU,DEL,Air India,10:25,1025,11:16,1046,12:55,1255,13:40,1340,51,45,1,1312,80,0.5,0.86,11.9,64.2,6,Partly cloudy,0,50,10,1018,4,3
13-12-2019,DEL,HYD,Air India,10:25,1025,10:46,1116,11:00,1100,11:41,1141,21,41,1,1244,80,0.5,0.88,11.9,64.2,12,Thundery outbreaks possible,0,77,10,1014,78,2
13-12-2019,DEL,HYD,Air India,12:30,1230,12:46,1246,14:15,1415,14:19,1419,16,4,1,1244,80,0.5,0.88,11.9,64.2,7,Light rain shower,0,68,9,1014,69,2
13-12-2019,BLR,DEL,Air India,13:20,1320,13:31,1331,16:10,1610,16:21,1621,11,11,1,1736,80,0.5,0.9,11.9,64.2,14,Partly cloudy,0,57,10,1014,20,1
13-12-2019,BLR,DEL,Air India,17:00,1700,17:45,1745,19:50,1950,20:52,2052,45,62,1,1736,80,0.5,0.9,11.9,64.2,13,Partly cloudy,0,60,10,1012,31,3
13-12-2019,CCU,DEL,Air India,17:30,1730,18:00,1800,19:50,1950,20:42,2042,30,52,1,1312,80,0.5,0.86,11.9,64.2,7,Partly cloudy,0,48,10,1016,18,2
13-12-2019,BLR,BOM,Air India,18:15,1815,20:01,2001,19:55,1955,21:48,2148,106,113,1,848,80,0.5,0.9,11.9,64.2,13,Partly cloudy,0,73,10,1014,24,4
13-12-2019,BLR,BOM,Air India,19:10,1910,20:21,2021,21:05,2105,22:29,2229,71,84,1,848,80,0.5,0.9,11.9,64.2,13,Partly cloudy,0,73,10,1014,24,4
13-12-2019,CCU,DEL,Air India,20:30,2030,20:36,2036,22:45,2245,23:10,2310,6,25,1,1312,80,0.5,0.86,11.9,64.2,7,Partly cloudy,0,48,10,1016,18,1
13-12-2019,DEL,HYD,Air India,21:10,2110,21:45,2117,23:30,2330,00:15,15,35,45,1,1244,80,0.5,0.88,11.9,64.2,5,Moderate rain at times,1,64,10,1017,86,3
13-12-2019,BLR,DEL,Air India,21:10,2110,21:17,2145,23:55,2355,00:07,7,7,12,1,1736,80,0.5,0.9,11.9,64.2,14,Cloudy,0,85,10,1016,31,1
13-12-2019,BLR,DEL,Air India,23:05,2305,23:05,2305,01:30,130,01:30,130,0,0,1,1736,80,0.5,0.9,11.9,64.2,14,Cloudy,0,85,10,1016,31,0
13-12-2019,BLR,BOM,Go Air,05:45,545,05:48,548,07:20,720,07:40,740,3,20,1,848,89.7,0.3,0.9,10.2,87.2,12,Partly cloudy,0,93,10,1012,59,1
13-12-2019,DEL,HYD,Go Air,05:50,550,06:05,605,08:00,800,08:26,826,15,26,1,1244,89.7,0.3,0.88,10.2,87.2,15,Light rain shower,5,76,8,1012,91,1
